Zeilentyp;Report_ID;Bereich;Modell;Modellkennung;Groesse;Run;Szenariotyp;Phase;Aufgabe;Aufgabentyp;Versuch;Versuchsstatus;Abbruchgrund;Quelle_ID;Referenzgruppe;Kanonisch;Run_Status;Run_Gesamtzeit_s;Run_SLM_Zeit_s;Run_Prompt_Tokens;Run_Output_Tokens;Run_Tokens_gesamt;Run_erfolgreiche_SLM_Zeit_s;Run_erfolgreiche_Tokens;Run_Abbrueche;Run_Abbruchzeit_s;Run_Timeouts;Run_Timeoutzeit_gemessen_s;Run_Timeoutzeit_angesetzt_s;Run_Overhead_s;Run_Formatreparaturen;Run_Modellneustarts;Run_einbezogene_Tasks;Run_ausgeschlossene_Overview_Tasks;Run_einbezogene_Gesamtzeit_s;Run_einbezogene_SLM_Zeit_s;Run_einbezogene_Tokens;Run_einbezogene_Abbrueche;Run_einbezogene_Abbruchzeit_s;Run_einbezogene_Timeouts;Run_einbezogene_Timeoutzeit_s;Run_einbezogene_Overhead_s;Aufgabe_Gesamtzeit_s;Aufruf_Dauer_s;SLM_Wallzeit_s;Prompt_Tokens;Output_Tokens;Tokens_gesamt;Tokenwerte_vorhanden;SLM_Wallzeit_vorhanden;Modellneustartzeit_s;Formatreparatur;Overview_ausgeschlossen;Quelldurchsatz_Token_s;Referenzdurchsatz_Token_s
RUN;R0001;Intermodellbeziehungen;Gemma 4 4B;gemma4:e4b;4B;1;organized;1;;;;;;SRC_01;False;true;COMPLETED_WITH_ERRORS;534.7622197999999;530.4773568999992;67167;34031;101198;530.4773568999992;101198;0;0;0;0;0.0;4.2848629000006895;9;0;13;0;534.5480661999998;530.4773568999992;101198;0;0;0;0;4.070709300000544;;;;;;;;;;;;193.21303026725386;37.27982852578875
ATTEMPT;R0001;Intermodellbeziehungen;Gemma 4 4B;gemma4:e4b;4B;1;organized;1;intermodel:organized_phase1:GM_gut_S1->CM_gut_S1;normal;1;OK;;SRC_01;False;true;COMPLETED_WITH_ERRORS;;;;;;;;;;;;;;;;;;;;;;;;;;35.47293229999991;35.338179800000034;35.291651;2773;1582;4355;true;true;0.0;false;false;193.21303026725386;37.27982852578875
ATTEMPT;R0001;Intermodellbeziehungen;Gemma 4 4B;gemma4:e4b;4B;1;organized;1;intermodel:organized_phase1:GM_gut_S1->BPM_gut_S1;normal;1;OK;;SRC_01;False;true;COMPLETED_WITH_ERRORS;;;;;;;;;;;;;;;;;;;;;;;;;;29.26599169999986;29.124336900000117;29.123595900000055;2687;1912;4599;true;true;0.0;false;false;193.21303026725386;37.27982852578875
ATTEMPT;R0001;Intermodellbeziehungen;Gemma 4 4B;gemma4:e4b;4B;1;organized;1;intermodel:organized_phase1:GM_gut_S1->TRM_gut_S1;normal;1;OK;;SRC_01;False;true;COMPLETED_WITH_ERRORS;;;;;;;;;;;;;;;;;;;;;;;;;;93.53672520000009;18.77949680000006;18.77877620000004;2979;1127;4106;true;true;0.0;false;false;193.21303026725386;37.27982852578875
ATTEMPT;R0001;Intermodellbeziehungen;Gemma 4 4B;gemma4:e4b;4B;1;organized;1;intermodel:organized_phase1:GM_gut_S1->TRM_gut_S1;format_repair;1;OK;;SRC_01;False;true;COMPLETED_WITH_ERRORS;;;;;;;;;;;;;;;;;;;;;;;;;;93.53672520000009;38.75163740000016;38.75093330000004;3475;2536;6011;true;true;0.0;true;false;193.21303026725386;37.27982852578875
ATTEMPT;R0001;Intermodellbeziehungen;Gemma 4 4B;gemma4:e4b;4B;1;organized;1;intermodel:organized_phase1:GM_gut_S1->TRM_gut_S1;format_repair;1;OK;;SRC_01;False;true;COMPLETED_WITH_ERRORS;;;;;;;;;;;;;;;;;;;;;;;;;;93.53672520000009;21.04493649999995;21.044231500000024;3475;1523;4998;true;true;0.0;true;false;193.21303026725386;37.27982852578875
ATTEMPT;R0001;Intermodellbeziehungen;Gemma 4 4B;gemma4:e4b;4B;1;organized;1;intermodel:organized_phase1:GM_gut_S1->TRM_gut_S1;format_repair;1;OK;;SRC_01;False;true;COMPLETED_WITH_ERRORS;;;;;;;;;;;;;;;;;;;;;;;;;;93.53672520000009;14.215207200000123;14.21450619999996;3317;992;4309;true;true;0.0;true;false;193.21303026725386;37.27982852578875
ATTEMPT;R0001;Intermodellbeziehungen;Gemma 4 4B;gemma4:e4b;4B;1;organized;1;intermodel:organized_phase1:GM_gut_S1->PM_gut_S1;normal;1;OK;;SRC_01;False;true;COMPLETED_WITH_ERRORS;;;;;;;;;;;;;;;;;;;;;;;;;;20.474541900000077;20.34916750000002;20.348477199999934;2779;1273;4052;true;true;0.0;false;false;193.21303026725386;37.27982852578875
ATTEMPT;R0001;Intermodellbeziehungen;Gemma 4 4B;gemma4:e4b;4B;1;organized;1;intermodel:organized_phase1:ARM_gut_S1->GM_gut_S1;normal;1;OK;;SRC_01;False;true;COMPLETED_WITH_ERRORS;;;;;;;;;;;;;;;;;;;;;;;;;;21.174423299999944;21.047309099999893;21.046589399999903;2763;1325;4088;true;true;0.0;false;false;193.21303026725386;37.27982852578875
ATTEMPT;R0001;Intermodellbeziehungen;Gemma 4 4B;gemma4:e4b;4B;1;organized;1;intermodel:organized_phase1:ARM_gut_S1->BPM_gut_S1;normal;1;OK;;SRC_01;False;true;COMPLETED_WITH_ERRORS;;;;;;;;;;;;;;;;;;;;;;;;;;25.022445999999945;24.894448900000043;24.893729099999973;2785;1607;4392;true;true;0.0;false;false;193.21303026725386;37.27982852578875
ATTEMPT;R0001;Intermodellbeziehungen;Gemma 4 4B;gemma4:e4b;4B;1;organized;1;intermodel:organized_phase1:ARM_gut_S1->TRM_gut_S1;normal;1;OK;;SRC_01;False;true;COMPLETED_WITH_ERRORS;;;;;;;;;;;;;;;;;;;;;;;;;;21.36809149999999;21.354921900000136;21.354188299999805;3077;1293;4370;true;true;0.0;false;false;193.21303026725386;37.27982852578875
ATTEMPT;R0001;Intermodellbeziehungen;Gemma 4 4B;gemma4:e4b;4B;1;organized;1;intermodel:organized_phase1:ARM_gut_S1->PM_gut_S1;normal;1;OK;;SRC_01;False;true;COMPLETED_WITH_ERRORS;;;;;;;;;;;;;;;;;;;;;;;;;;18.100039700000025;17.94127720000006;17.94057449999991;2883;1084;3967;true;true;0.0;false;false;193.21303026725386;37.27982852578875
ATTEMPT;R0001;Intermodellbeziehungen;Gemma 4 4B;gemma4:e4b;4B;1;organized;1;intermodel:organized_phase1:BPM_gut_S1->CM_gut_S1;normal;1;OK;;SRC_01;False;true;COMPLETED_WITH_ERRORS;;;;;;;;;;;;;;;;;;;;;;;;;;100.12062340000011;25.514482199999975;25.513729399999875;2747;1654;4401;true;true;0.0;false;false;193.21303026725386;37.27982852578875
ATTEMPT;R0001;Intermodellbeziehungen;Gemma 4 4B;gemma4:e4b;4B;1;organized;1;intermodel:organized_phase1:BPM_gut_S1->CM_gut_S1;format_repair;1;OK;;SRC_01;False;true;COMPLETED_WITH_ERRORS;;;;;;;;;;;;;;;;;;;;;;;;;;100.12062340000011;32.03207610000004;32.03126159999988;3407;2060;5467;true;true;0.0;true;false;193.21303026725386;37.27982852578875
ATTEMPT;R0001;Intermodellbeziehungen;Gemma 4 4B;gemma4:e4b;4B;1;organized;1;intermodel:organized_phase1:BPM_gut_S1->CM_gut_S1;format_repair;1;OK;;SRC_01;False;true;COMPLETED_WITH_ERRORS;;;;;;;;;;;;;;;;;;;;;;;;;;100.12062340000011;20.94480079999994;20.94404580000014;3407;1516;4923;true;true;0.0;true;false;193.21303026725386;37.27982852578875
ATTEMPT;R0001;Intermodellbeziehungen;Gemma 4 4B;gemma4:e4b;4B;1;organized;1;intermodel:organized_phase1:BPM_gut_S1->CM_gut_S1;format_repair;1;OK;;SRC_01;False;true;COMPLETED_WITH_ERRORS;;;;;;;;;;;;;;;;;;;;;;;;;;100.12062340000011;20.93778580000003;20.93700979999994;3407;1516;4923;true;true;0.0;true;false;193.21303026725386;37.27982852578875
ATTEMPT;R0001;Intermodellbeziehungen;Gemma 4 4B;gemma4:e4b;4B;1;organized;1;intermodel:organized_phase1:BPM_gut_S1->TRM_gut_S1;normal;1;OK;;SRC_01;False;true;COMPLETED_WITH_ERRORS;;;;;;;;;;;;;;;;;;;;;;;;;;22.712062399999922;22.704831099999865;22.704145400000016;2953;1421;4374;true;true;0.0;false;false;193.21303026725386;37.27982852578875
ATTEMPT;R0001;Intermodellbeziehungen;Gemma 4 4B;gemma4:e4b;4B;1;organized;1;intermodel:organized_phase1:TRM_gut_S1->CM_gut_S1;normal;1;OK;;SRC_01;False;true;COMPLETED_WITH_ERRORS;;;;;;;;;;;;;;;;;;;;;;;;;;28.857468899999958;28.72442879999994;28.723732500000096;3047;1836;4883;true;true;0.0;false;false;193.21303026725386;37.27982852578875
ATTEMPT;R0001;Intermodellbeziehungen;Gemma 4 4B;gemma4:e4b;4B;1;organized;1;intermodel:organized_phase1:PM_gut_S1->CM_gut_S1;normal;1;OK;;SRC_01;False;true;COMPLETED_WITH_ERRORS;;;;;;;;;;;;;;;;;;;;;;;;;;103.59917169999994;23.91096749999997;23.910269900000003;2806;1519;4325;true;true;0.0;false;false;193.21303026725386;37.27982852578875
ATTEMPT;R0001;Intermodellbeziehungen;Gemma 4 4B;gemma4:e4b;4B;1;organized;1;intermodel:organized_phase1:PM_gut_S1->CM_gut_S1;format_repair;1;OK;;SRC_01;False;true;COMPLETED_WITH_ERRORS;;;;;;;;;;;;;;;;;;;;;;;;;;103.59917169999994;20.47195429999988;20.471260899999834;3138;1235;4373;true;true;0.0;true;false;193.21303026725386;37.27982852578875
ATTEMPT;R0001;Intermodellbeziehungen;Gemma 4 4B;gemma4:e4b;4B;1;organized;1;intermodel:organized_phase1:PM_gut_S1->CM_gut_S1;format_repair;1;OK;;SRC_01;False;true;COMPLETED_WITH_ERRORS;;;;;;;;;;;;;;;;;;;;;;;;;;103.59917169999994;28.813390400000117;28.812671000000137;3138;2087;5225;true;true;0.0;true;false;193.21303026725386;37.27982852578875
ATTEMPT;R0001;Intermodellbeziehungen;Gemma 4 4B;gemma4:e4b;4B;1;organized;1;intermodel:organized_phase1:PM_gut_S1->CM_gut_S1;format_repair;1;OK;;SRC_01;False;true;COMPLETED_WITH_ERRORS;;;;;;;;;;;;;;;;;;;;;;;;;;103.59917169999994;28.8077102999996;28.80684519999977;3138;2087;5225;true;true;0.0;true;false;193.21303026725386;37.27982852578875
ATTEMPT;R0001;Intermodellbeziehungen;Gemma 4 4B;gemma4:e4b;4B;1;organized;1;intermodel:organized_phase1:PM_gut_S1->TRM_gut_S1;normal;1;OK;;SRC_01;False;true;COMPLETED_WITH_ERRORS;;;;;;;;;;;;;;;;;;;;;;;;;;14.843548199999987;14.835870900000373;14.835132799999883;2986;846;3832;true;true;0.0;false;false;193.21303026725386;37.27982852578875
RUN;R0002;Intermodellbeziehungen;Gemma 4 4B;gemma4:e4b;4B;1;organized;2;;;;;;SRC_01;False;true;COMPLETED_WITH_ERRORS;621.0777749999979;617.0953255000022;80528;37616;118144;617.0953255000022;118144;0;0;0;0;0.0;3.9824494999957096;11;0;13;0;620.8076397999976;617.0953255000022;118144;0;0;0;0;3.7123142999953416;;;;;;;;;;;;193.21303026725386;37.27982852578875
ATTEMPT;R0002;Intermodellbeziehungen;Gemma 4 4B;gemma4:e4b;4B;1;organized;2;intermodel:organized_phase2:GM_gut_S2.2->CM_gut_S2.2;normal;1;OK;;SRC_01;False;true;COMPLETED_WITH_ERRORS;;;;;;;;;;;;;;;;;;;;;;;;;;57.261017699998774;35.211583000000246;35.16837210000085;2977;1686;4663;true;true;0.0;false;false;193.21303026725386;37.27982852578875
ATTEMPT;R0002;Intermodellbeziehungen;Gemma 4 4B;gemma4:e4b;4B;1;organized;2;intermodel:organized_phase2:GM_gut_S2.2->CM_gut_S2.2;format_repair;1;OK;;SRC_01;False;true;COMPLETED_WITH_ERRORS;;;;;;;;;;;;;;;;;;;;;;;;;;57.261017699998774;21.639570600000297;21.638810000000376;3406;1303;4709;true;true;0.0;true;false;193.21303026725386;37.27982852578875
ATTEMPT;R0002;Intermodellbeziehungen;Gemma 4 4B;gemma4:e4b;4B;1;organized;2;intermodel:organized_phase2:GM_gut_S2.2->BPM_gut_S2.2;normal;1;OK;;SRC_01;False;true;COMPLETED_WITH_ERRORS;;;;;;;;;;;;;;;;;;;;;;;;;;24.63487779999923;24.477188799999567;24.47643899999821;2821;1571;4392;true;true;0.0;false;false;193.21303026725386;37.27982852578875
ATTEMPT;R0002;Intermodellbeziehungen;Gemma 4 4B;gemma4:e4b;4B;1;organized;2;intermodel:organized_phase2:GM_gut_S2.2->TRM_gut_S2.2;normal;1;OK;;SRC_01;False;true;COMPLETED_WITH_ERRORS;;;;;;;;;;;;;;;;;;;;;;;;;;67.08218639999905;21.634023399998114;21.6332599999987;3094;1335;4429;true;true;0.0;false;false;193.21303026725386;37.27982852578875
ATTEMPT;R0002;Intermodellbeziehungen;Gemma 4 4B;gemma4:e4b;4B;1;organized;2;intermodel:organized_phase2:GM_gut_S2.2->TRM_gut_S2.2;format_repair;1;OK;;SRC_01;False;true;COMPLETED_WITH_ERRORS;;;;;;;;;;;;;;;;;;;;;;;;;;67.08218639999905;27.961893700001383;27.961209099998086;3871;1724;5595;true;true;0.0;true;false;193.21303026725386;37.27982852578875
ATTEMPT;R0002;Intermodellbeziehungen;Gemma 4 4B;gemma4:e4b;4B;1;organized;2;intermodel:organized_phase2:GM_gut_S2.2->TRM_gut_S2.2;format_repair;1;OK;;SRC_01;False;true;COMPLETED_WITH_ERRORS;;;;;;;;;;;;;;;;;;;;;;;;;;67.08218639999905;16.898292499998206;16.897586899998714;3505;935;4440;true;true;0.0;true;false;193.21303026725386;37.27982852578875
ATTEMPT;R0002;Intermodellbeziehungen;Gemma 4 4B;gemma4:e4b;4B;1;organized;2;intermodel:organized_phase2:GM_gut_S2.2->PM_gut_S2.2;normal;1;OK;;SRC_01;False;true;COMPLETED_WITH_ERRORS;;;;;;;;;;;;;;;;;;;;;;;;;;45.244088100000226;22.360547399999632;22.359746799997083;2950;1403;4353;true;true;0.0;false;false;193.21303026725386;37.27982852578875
ATTEMPT;R0002;Intermodellbeziehungen;Gemma 4 4B;gemma4:e4b;4B;1;organized;2;intermodel:organized_phase2:GM_gut_S2.2->PM_gut_S2.2;format_repair;1;OK;;SRC_01;False;true;COMPLETED_WITH_ERRORS;;;;;;;;;;;;;;;;;;;;;;;;;;45.244088100000226;22.529641099998116;22.52888940000048;3730;1339;5069;true;true;0.0;true;false;193.21303026725386;37.27982852578875
ATTEMPT;R0002;Intermodellbeziehungen;Gemma 4 4B;gemma4:e4b;4B;1;organized;2;intermodel:organized_phase2:ARM_gut_S2.2->GM_gut_S2.2;normal;1;OK;;SRC_01;False;true;COMPLETED_WITH_ERRORS;;;;;;;;;;;;;;;;;;;;;;;;;;25.91734599999836;25.751294900001085;25.75050850000116;2895;1651;4546;true;true;0.0;false;false;193.21303026725386;37.27982852578875
ATTEMPT;R0002;Intermodellbeziehungen;Gemma 4 4B;gemma4:e4b;4B;1;organized;2;intermodel:organized_phase2:ARM_gut_S2.2->BPM_gut_S2.2;normal;1;OK;;SRC_01;False;true;COMPLETED_WITH_ERRORS;;;;;;;;;;;;;;;;;;;;;;;;;;42.7181047999984;19.489507799997227;19.488782100001117;2891;1168;4059;true;true;0.0;false;false;193.21303026725386;37.27982852578875
ATTEMPT;R0002;Intermodellbeziehungen;Gemma 4 4B;gemma4:e4b;4B;1;organized;2;intermodel:organized_phase2:ARM_gut_S2.2->BPM_gut_S2.2;format_repair;1;OK;;SRC_01;False;true;COMPLETED_WITH_ERRORS;;;;;;;;;;;;;;;;;;;;;;;;;;42.7181047999984;22.85741820000112;22.856665299997985;3503;1350;4853;true;true;0.0;true;false;193.21303026725386;37.27982852578875
ATTEMPT;R0002;Intermodellbeziehungen;Gemma 4 4B;gemma4:e4b;4B;1;organized;2;intermodel:organized_phase2:ARM_gut_S2.2->TRM_gut_S2.2;normal;1;OK;;SRC_01;False;true;COMPLETED_WITH_ERRORS;;;;;;;;;;;;;;;;;;;;;;;;;;28.021331800002372;28.005082899999252;28.00428400000237;3164;1745;4909;true;true;0.0;false;false;193.21303026725386;37.27982852578875
ATTEMPT;R0002;Intermodellbeziehungen;Gemma 4 4B;gemma4:e4b;4B;1;organized;2;intermodel:organized_phase2:ARM_gut_S2.2->PM_gut_S2.2;normal;1;OK;;SRC_01;False;true;COMPLETED_WITH_ERRORS;;;;;;;;;;;;;;;;;;;;;;;;;;53.3399387999998;20.751741800002492;20.750962600002822;3026;1250;4276;true;true;0.0;false;false;193.21303026725386;37.27982852578875
ATTEMPT;R0002;Intermodellbeziehungen;Gemma 4 4B;gemma4:e4b;4B;1;organized;2;intermodel:organized_phase2:ARM_gut_S2.2->PM_gut_S2.2;format_repair;1;OK;;SRC_01;False;true;COMPLETED_WITH_ERRORS;;;;;;;;;;;;;;;;;;;;;;;;;;53.3399387999998;32.23579000000245;32.23499720000109;3602;2003;5605;true;true;0.0;true;false;193.21303026725386;37.27982852578875
ATTEMPT;R0002;Intermodellbeziehungen;Gemma 4 4B;gemma4:e4b;4B;1;organized;2;intermodel:organized_phase2:BPM_gut_S2.2->CM_gut_S2.2;normal;1;OK;;SRC_01;False;true;COMPLETED_WITH_ERRORS;;;;;;;;;;;;;;;;;;;;;;;;;;78.99567260000185;29.97274660000039;29.97194280000258;2925;1915;4840;true;true;0.0;false;false;193.21303026725386;37.27982852578875
ATTEMPT;R0002;Intermodellbeziehungen;Gemma 4 4B;gemma4:e4b;4B;1;organized;2;intermodel:organized_phase2:BPM_gut_S2.2->CM_gut_S2.2;format_repair;1;OK;;SRC_01;False;true;COMPLETED_WITH_ERRORS;;;;;;;;;;;;;;;;;;;;;;;;;;78.99567260000185;19.397200799998245;19.39643520000027;3909;1076;4985;true;true;0.0;true;false;193.21303026725386;37.27982852578875
ATTEMPT;R0002;Intermodellbeziehungen;Gemma 4 4B;gemma4:e4b;4B;1;organized;2;intermodel:organized_phase2:BPM_gut_S2.2->CM_gut_S2.2;format_repair;1;OK;;SRC_01;False;true;COMPLETED_WITH_ERRORS;;;;;;;;;;;;;;;;;;;;;;;;;;78.99567260000185;29.115564799998538;29.114828800000396;3959;1758;5717;true;true;0.0;true;false;193.21303026725386;37.27982852578875
ATTEMPT;R0002;Intermodellbeziehungen;Gemma 4 4B;gemma4:e4b;4B;1;organized;2;intermodel:organized_phase2:BPM_gut_S2.2->TRM_gut_S2.2;normal;1;OK;;SRC_01;False;true;COMPLETED_WITH_ERRORS;;;;;;;;;;;;;;;;;;;;;;;;;;20.050561899999593;20.04217559999961;20.04132319999917;3042;1185;4227;true;true;0.0;false;false;193.21303026725386;37.27982852578875
ATTEMPT;R0002;Intermodellbeziehungen;Gemma 4 4B;gemma4:e4b;4B;1;organized;2;intermodel:organized_phase2:TRM_gut_S2.2->CM_gut_S2.2;normal;1;OK;;SRC_01;False;true;COMPLETED_WITH_ERRORS;;;;;;;;;;;;;;;;;;;;;;;;;;22.873148099999526;22.864123100000143;22.863343600001826;3206;1371;4577;true;true;0.0;false;false;193.21303026725386;37.27982852578875
ATTEMPT;R0002;Intermodellbeziehungen;Gemma 4 4B;gemma4:e4b;4B;1;organized;2;intermodel:organized_phase2:PM_gut_S2.2->CM_gut_S2.2;normal;1;OK;;SRC_01;False;true;COMPLETED_WITH_ERRORS;;;;;;;;;;;;;;;;;;;;;;;;;;137.04629049999858;33.372690899999725;33.371871200000896;3021;2159;5180;true;true;0.0;false;false;193.21303026725386;37.27982852578875
ATTEMPT;R0002;Intermodellbeziehungen;Gemma 4 4B;gemma4:e4b;4B;1;organized;2;intermodel:organized_phase2:PM_gut_S2.2->CM_gut_S2.2;format_repair;1;OK;;SRC_01;False;true;COMPLETED_WITH_ERRORS;;;;;;;;;;;;;;;;;;;;;;;;;;137.04629049999858;28.765346500000305;28.764563900000212;4497;1688;6185;true;true;0.0;true;false;193.21303026725386;37.27982852578875
ATTEMPT;R0002;Intermodellbeziehungen;Gemma 4 4B;gemma4:e4b;4B;1;organized;2;intermodel:organized_phase2:PM_gut_S2.2->CM_gut_S2.2;format_repair;1;OK;;SRC_01;False;true;COMPLETED_WITH_ERRORS;;;;;;;;;;;;;;;;;;;;;;;;;;137.04629049999858;42.72820729999876;42.727215999999316;3711;2748;6459;true;true;0.0;true;false;193.21303026725386;37.27982852578875
ATTEMPT;R0002;Intermodellbeziehungen;Gemma 4 4B;gemma4:e4b;4B;1;organized;2;intermodel:organized_phase2:PM_gut_S2.2->CM_gut_S2.2;format_repair;1;OK;;SRC_01;False;true;COMPLETED_WITH_ERRORS;;;;;;;;;;;;;;;;;;;;;;;;;;137.04629049999858;31.48366729999907;31.482740899999044;3711;2235;5946;true;true;0.0;true;false;193.21303026725386;37.27982852578875
ATTEMPT;R0002;Intermodellbeziehungen;Gemma 4 4B;gemma4:e4b;4B;1;organized;2;intermodel:organized_phase2:PM_gut_S2.2->TRM_gut_S2.2;normal;1;OK;;SRC_01;False;true;COMPLETED_WITH_ERRORS;;;;;;;;;;;;;;;;;;;;;;;;;;17.6230753000018;17.61137510000117;17.610546899999463;3112;1018;4130;true;true;0.0;false;false;193.21303026725386;37.27982852578875
RUN;R0003;Intermodellbeziehungen;Gemma 4 4B;gemma4:e4b;4B;1;organized;3;;;;;;SRC_01;False;true;OK;942.0290801999981;935.2567245999999;120705;57855;178560;935.2567245999999;178560;0;0;0;0;0.0;6.772355599998264;17;0;17;0;941.6984584000056;935.2567245999999;178560;0;0;0;0;6.44173380000575;;;;;;;;;;;;193.21303026725386;37.27982852578875
ATTEMPT;R0003;Intermodellbeziehungen;Gemma 4 4B;gemma4:e4b;4B;1;organized;3;intermodel:organized_phase3:GM_gut_S3->CM_gut_S3;normal;1;OK;;SRC_01;False;true;OK;;;;;;;;;;;;;;;;;;;;;;;;;;82.04378210000141;35.356855000001815;35.340473700001894;3435;2262;5697;true;true;0.0;false;false;193.21303026725386;37.27982852578875
ATTEMPT;R0003;Intermodellbeziehungen;Gemma 4 4B;gemma4:e4b;4B;1;organized;3;intermodel:organized_phase3:GM_gut_S3->CM_gut_S3;format_repair;1;OK;;SRC_01;False;true;OK;;;;;;;;;;;;;;;;;;;;;;;;;;82.04378210000141;46.255359700000554;46.254477899998165;4153;2927;7080;true;true;0.0;true;false;193.21303026725386;37.27982852578875
ATTEMPT;R0003;Intermodellbeziehungen;Gemma 4 4B;gemma4:e4b;4B;1;organized;3;intermodel:organized_phase3:GM_gut_S3->BPM_gut_S3;normal;1;OK;;SRC_01;False;true;OK;;;;;;;;;;;;;;;;;;;;;;;;;;76.79811110000082;30.785333699997864;30.78453079999963;3064;1958;5022;true;true;0.0;false;false;193.21303026725386;37.27982852578875
ATTEMPT;R0003;Intermodellbeziehungen;Gemma 4 4B;gemma4:e4b;4B;1;organized;3;intermodel:organized_phase3:GM_gut_S3->BPM_gut_S3;format_repair;1;OK;;SRC_01;False;true;OK;;;;;;;;;;;;;;;;;;;;;;;;;;76.79811110000082;22.942115400001057;22.941381600001478;3914;1311;5225;true;true;0.0;true;false;193.21303026725386;37.27982852578875
ATTEMPT;R0003;Intermodellbeziehungen;Gemma 4 4B;gemma4:e4b;4B;1;organized;3;intermodel:organized_phase3:GM_gut_S3->BPM_gut_S3;format_repair;1;OK;;SRC_01;False;true;OK;;;;;;;;;;;;;;;;;;;;;;;;;;76.79811110000082;22.45440850000159;22.453681899998628;3682;1306;4988;true;true;0.0;true;false;193.21303026725386;37.27982852578875
ATTEMPT;R0003;Intermodellbeziehungen;Gemma 4 4B;gemma4:e4b;4B;1;organized;3;intermodel:organized_phase3:GM_gut_S3->Marketing_gut_S3;normal;1;OK;;SRC_01;False;true;OK;;;;;;;;;;;;;;;;;;;;;;;;;;16.225333200000023;16.20564739999827;16.204496300000756;3083;906;3989;true;true;0.0;false;false;193.21303026725386;37.27982852578875
ATTEMPT;R0003;Intermodellbeziehungen;Gemma 4 4B;gemma4:e4b;4B;1;organized;3;intermodel:organized_phase3:GM_gut_S3->TRM_gut_S3;normal;1;OK;;SRC_01;False;true;OK;;;;;;;;;;;;;;;;;;;;;;;;;;20.917848900000536;20.89665199999945;20.895861199998762;3395;1213;4608;true;true;0.0;false;false;193.21303026725386;37.27982852578875
ATTEMPT;R0003;Intermodellbeziehungen;Gemma 4 4B;gemma4:e4b;4B;1;organized;3;intermodel:organized_phase3:GM_gut_S3->PM_gut_S3;normal;1;OK;;SRC_01;False;true;OK;;;;;;;;;;;;;;;;;;;;;;;;;;88.4370600000002;27.482061300001078;27.481152600001224;3265;1671;4936;true;true;0.0;false;false;193.21303026725386;37.27982852578875
ATTEMPT;R0003;Intermodellbeziehungen;Gemma 4 4B;gemma4:e4b;4B;1;organized;3;intermodel:organized_phase3:GM_gut_S3->PM_gut_S3;format_repair;1;OK;;SRC_01;False;true;OK;;;;;;;;;;;;;;;;;;;;;;;;;;88.4370600000002;32.20714919999955;32.20624999999927;4746;1877;6623;true;true;0.0;true;false;193.21303026725386;37.27982852578875
ATTEMPT;R0003;Intermodellbeziehungen;Gemma 4 4B;gemma4:e4b;4B;1;organized;3;intermodel:organized_phase3:GM_gut_S3->PM_gut_S3;format_repair;1;OK;;SRC_01;False;true;OK;;;;;;;;;;;;;;;;;;;;;;;;;;88.4370600000002;28.110230399997818;28.109451000000263;3651;1702;5353;true;true;0.0;true;false;193.21303026725386;37.27982852578875
ATTEMPT;R0003;Intermodellbeziehungen;Gemma 4 4B;gemma4:e4b;4B;1;organized;3;intermodel:organized_phase3:ARM_gut_S3->GM_gut_S3;normal;1;OK;;SRC_01;False;true;OK;;;;;;;;;;;;;;;;;;;;;;;;;;26.358120799999597;26.143267699997523;26.14248420000149;3228;1603;4831;true;true;0.0;false;false;193.21303026725386;37.27982852578875
ATTEMPT;R0003;Intermodellbeziehungen;Gemma 4 4B;gemma4:e4b;4B;1;organized;3;intermodel:organized_phase3:ARM_gut_S3->BPM_gut_S3;normal;1;OK;;SRC_01;False;true;OK;;;;;;;;;;;;;;;;;;;;;;;;;;21.999109399999725;21.795779799998854;21.795034900002065;2981;1291;4272;true;true;0.0;false;false;193.21303026725386;37.27982852578875
ATTEMPT;R0003;Intermodellbeziehungen;Gemma 4 4B;gemma4:e4b;4B;1;organized;3;intermodel:organized_phase3:ARM_gut_S3->Marketing_gut_S3;normal;1;OK;;SRC_01;False;true;OK;;;;;;;;;;;;;;;;;;;;;;;;;;52.90231689999928;29.09611159999986;29.09535390000019;3000;1806;4806;true;true;0.0;false;false;193.21303026725386;37.27982852578875
ATTEMPT;R0003;Intermodellbeziehungen;Gemma 4 4B;gemma4:e4b;4B;1;organized;3;intermodel:organized_phase3:ARM_gut_S3->Marketing_gut_S3;format_repair;1;OK;;SRC_01;False;true;OK;;;;;;;;;;;;;;;;;;;;;;;;;;52.90231689999928;23.39547379999931;23.394504199997755;3844;1346;5190;true;true;0.0;true;false;193.21303026725386;37.27982852578875
ATTEMPT;R0003;Intermodellbeziehungen;Gemma 4 4B;gemma4:e4b;4B;1;organized;3;intermodel:organized_phase3:ARM_gut_S3->TRM_gut_S3;normal;1;OK;;SRC_01;False;true;OK;;;;;;;;;;;;;;;;;;;;;;;;;;93.2990976000001;29.190659699997923;29.18986159999986;3312;1813;5125;true;true;0.0;false;false;193.21303026725386;37.27982852578875
ATTEMPT;R0003;Intermodellbeziehungen;Gemma 4 4B;gemma4:e4b;4B;1;organized;3;intermodel:organized_phase3:ARM_gut_S3->TRM_gut_S3;format_repair;1;OK;;SRC_01;False;true;OK;;;;;;;;;;;;;;;;;;;;;;;;;;93.2990976000001;43.21689509999851;43.21613310000248;3848;2750;6598;true;true;0.0;true;false;193.21303026725386;37.27982852578875
