Bericht;Bereich;Modell;Groesse;Run;Szenariotyp;Phase;Schrittart;Aufgabe;Status;Dauer [s];SLM-Zeit [s];Prompt-Tokens;Output-Tokens;Tokens gesamt;Formatreparaturen;Modellneustarts;Abbrueche;Timeouts;Abbruchgrund;Fehlerart;Neustart;Timeout
2;Intermodellbeziehungen;Gemma 4;4B;1;controlled;2;slm_request_started;format_repair:intermodel:controlled_phase2:ARM_gut_S2.2->PM_gut_S2.2:attempt:3;;;;;;;;;;;;;;
2;Intermodellbeziehungen;Gemma 4;4B;1;controlled;2;slm_request_started;intermodel:controlled_phase2:BPM_gut_S2.2->CM_gut_S2.2;;;;;;;;;;;;;;
2;Intermodellbeziehungen;Gemma 4;4B;1;controlled;2;slm_request_started;format_repair:intermodel:controlled_phase2:BPM_gut_S2.2->CM_gut_S2.2:attempt:1;;;;;;;;;;;;;;
2;Intermodellbeziehungen;Gemma 4;4B;1;controlled;2;slm_request_started;intermodel:controlled_phase2:BPM_gut_S2.2->TRM_gut_S2.2;;;;;;;;;;;;;;
2;Intermodellbeziehungen;Gemma 4;4B;1;controlled;2;slm_request_started;intermodel:controlled_phase2:TRM_gut_S2.2->CM_gut_S2.2;;;;;;;;;;;;;;
2;Intermodellbeziehungen;Gemma 4;4B;1;controlled;2;slm_request_started;intermodel:controlled_phase2:PM_gut_S2.2->CM_gut_S2.2;;;;;;;;;;;;;;
2;Intermodellbeziehungen;Gemma 4;4B;1;controlled;2;slm_request_started;format_repair:intermodel:controlled_phase2:PM_gut_S2.2->CM_gut_S2.2:attempt:1;;;;;;;;;;;;;;
2;Intermodellbeziehungen;Gemma 4;4B;1;controlled;2;slm_request_started;format_repair:intermodel:controlled_phase2:PM_gut_S2.2->CM_gut_S2.2:attempt:2;;;;;;;;;;;;;;
2;Intermodellbeziehungen;Gemma 4;4B;1;controlled;2;slm_request_started;format_repair:intermodel:controlled_phase2:PM_gut_S2.2->CM_gut_S2.2:attempt:3;;;;;;;;;;;;;;
2;Intermodellbeziehungen;Gemma 4;4B;1;controlled;2;slm_request_started;intermodel:controlled_phase2:PM_gut_S2.2->TRM_gut_S2.2;;;;;;;;;;;;;;
2;Intermodellbeziehungen;Gemma 4;4B;1;controlled;2;pipeline_finished;;COMPLETED_WITH_ERRORS;815.5434558140114;807.3487080698833;80128;38321;118449;11;0;;0;;;;
3;Intermodellbeziehungen;Gemma 4;4B;1;controlled;3;pipeline_started;;;;;;;;;;;;;;;
3;Intermodellbeziehungen;Gemma 4;4B;1;controlled;3;slm_request_started;intermodel:controlled_phase3:GM_gut_S3->CM_gut_S3;;;;;;;;;;;;;;
3;Intermodellbeziehungen;Gemma 4;4B;1;controlled;3;slm_request_started;intermodel:controlled_phase3:GM_gut_S3->BPM_gut_S3;;;;;;;;;;;;;;
3;Intermodellbeziehungen;Gemma 4;4B;1;controlled;3;slm_request_started;format_repair:intermodel:controlled_phase3:GM_gut_S3->BPM_gut_S3:attempt:1;;;;;;;;;;;;;;
3;Intermodellbeziehungen;Gemma 4;4B;1;controlled;3;slm_request_started;intermodel:controlled_phase3:GM_gut_S3->Marketing_gut_S3;;;;;;;;;;;;;;
3;Intermodellbeziehungen;Gemma 4;4B;1;controlled;3;slm_request_started;intermodel:controlled_phase3:GM_gut_S3->TRM_gut_S3;;;;;;;;;;;;;;
3;Intermodellbeziehungen;Gemma 4;4B;1;controlled;3;slm_request_started;intermodel:controlled_phase3:GM_gut_S3->PM_gut_S3;;;;;;;;;;;;;;
3;Intermodellbeziehungen;Gemma 4;4B;1;controlled;3;slm_request_started;format_repair:intermodel:controlled_phase3:GM_gut_S3->PM_gut_S3:attempt:1;;;;;;;;;;;;;;
3;Intermodellbeziehungen;Gemma 4;4B;1;controlled;3;slm_request_started;format_repair:intermodel:controlled_phase3:GM_gut_S3->PM_gut_S3:attempt:2;;;;;;;;;;;;;;
3;Intermodellbeziehungen;Gemma 4;4B;1;controlled;3;slm_request_started;format_repair:intermodel:controlled_phase3:GM_gut_S3->PM_gut_S3:attempt:3;;;;;;;;;;;;;;
3;Intermodellbeziehungen;Gemma 4;4B;1;controlled;3;slm_request_started;intermodel:controlled_phase3:ARM_gut_S3->GM_gut_S3;;;;;;;;;;;;;;
3;Intermodellbeziehungen;Gemma 4;4B;1;controlled;3;slm_request_started;intermodel:controlled_phase3:ARM_gut_S3->BPM_gut_S3;;;;;;;;;;;;;;
