Bericht;Bereich;Modell;Groesse;Run;Szenariotyp;Phase;Schrittart;Aufgabe;Status;Dauer [s];SLM-Zeit [s];Prompt-Tokens;Output-Tokens;Tokens gesamt;Formatreparaturen;Modellneustarts;Abbrueche;Timeouts;Abbruchgrund;Fehlerart;Neustart;Timeout
10;Intermodellbeziehungen;Qwen3.5;9B;1;controlled;2;slm_service_restart_finished;intermodel:controlled_phase2:GM_gut_S2.2->PM_gut_S2.2;OK;2.240101700001105;;;;;;;;;;;;120.0
10;Intermodellbeziehungen;Qwen3.5;9B;1;controlled;2;slm_request_started;intermodel:controlled_phase2:GM_gut_S2.2->PM_gut_S2.2;;;;;;;;;;;;;;
10;Intermodellbeziehungen;Qwen3.5;9B;1;controlled;2;slm_attempt_aborted;intermodel:controlled_phase2:GM_gut_S2.2->PM_gut_S2.2;;;;;;;;;1;;thinking_repetition;SLMRepetitionError;True;
10;Intermodellbeziehungen;Qwen3.5;9B;1;controlled;2;slm_service_restart_finished;intermodel:controlled_phase2:GM_gut_S2.2->PM_gut_S2.2;OK;2.228357500000129;;;;;;;;;;;;120.0
10;Intermodellbeziehungen;Qwen3.5;9B;1;controlled;2;slm_request_started;intermodel:controlled_phase2:GM_gut_S2.2->PM_gut_S2.2;;;;;;;;;;;;;;
10;Intermodellbeziehungen;Qwen3.5;9B;1;controlled;2;slm_request_started;intermodel:controlled_phase2:ARM_gut_S2.2->GM_gut_S2.2;;;;;;;;;;;;;;
10;Intermodellbeziehungen;Qwen3.5;9B;1;controlled;2;slm_request_started;intermodel:controlled_phase2:ARM_gut_S2.2->BPM_gut_S2.2;;;;;;;;;;;;;;
10;Intermodellbeziehungen;Qwen3.5;9B;1;controlled;2;slm_request_started;intermodel:controlled_phase2:ARM_gut_S2.2->TRM_gut_S2.2;;;;;;;;;;;;;;
10;Intermodellbeziehungen;Qwen3.5;9B;1;controlled;2;slm_attempt_aborted;intermodel:controlled_phase2:ARM_gut_S2.2->TRM_gut_S2.2;;;;;;;;;1;;thinking_repetition;SLMRepetitionError;True;
10;Intermodellbeziehungen;Qwen3.5;9B;1;controlled;2;slm_service_restart_finished;intermodel:controlled_phase2:ARM_gut_S2.2->TRM_gut_S2.2;OK;2.234766999998101;;;;;;;;;;;;120.0
10;Intermodellbeziehungen;Qwen3.5;9B;1;controlled;2;slm_request_started;intermodel:controlled_phase2:ARM_gut_S2.2->TRM_gut_S2.2;;;;;;;;;;;;;;
10;Intermodellbeziehungen;Qwen3.5;9B;1;controlled;2;slm_attempt_aborted;intermodel:controlled_phase2:ARM_gut_S2.2->TRM_gut_S2.2;;;;;;;;;1;;thinking_repetition;SLMRepetitionError;True;
10;Intermodellbeziehungen;Qwen3.5;9B;1;controlled;2;slm_service_restart_finished;intermodel:controlled_phase2:ARM_gut_S2.2->TRM_gut_S2.2;OK;2.24475419999726;;;;;;;;;;;;120.0
10;Intermodellbeziehungen;Qwen3.5;9B;1;controlled;2;slm_request_started;intermodel:controlled_phase2:ARM_gut_S2.2->TRM_gut_S2.2;;;;;;;;;;;;;;
10;Intermodellbeziehungen;Qwen3.5;9B;1;controlled;2;slm_request_started;intermodel:controlled_phase2:ARM_gut_S2.2->PM_gut_S2.2;;;;;;;;;;;;;;
10;Intermodellbeziehungen;Qwen3.5;9B;1;controlled;2;slm_attempt_aborted;intermodel:controlled_phase2:ARM_gut_S2.2->PM_gut_S2.2;;;;;;;;;1;;thinking_repetition;SLMRepetitionError;True;
10;Intermodellbeziehungen;Qwen3.5;9B;1;controlled;2;slm_service_restart_finished;intermodel:controlled_phase2:ARM_gut_S2.2->PM_gut_S2.2;OK;2.179001500000595;;;;;;;;;;;;120.0
10;Intermodellbeziehungen;Qwen3.5;9B;1;controlled;2;slm_request_started;intermodel:controlled_phase2:ARM_gut_S2.2->PM_gut_S2.2;;;;;;;;;;;;;;
10;Intermodellbeziehungen;Qwen3.5;9B;1;controlled;2;slm_attempt_aborted;intermodel:controlled_phase2:ARM_gut_S2.2->PM_gut_S2.2;;;;;;;;;1;;thinking_repetition;SLMRepetitionError;True;
10;Intermodellbeziehungen;Qwen3.5;9B;1;controlled;2;slm_service_restart_finished;intermodel:controlled_phase2:ARM_gut_S2.2->PM_gut_S2.2;OK;2.1874650999998266;;;;;;;;;;;;120.0
10;Intermodellbeziehungen;Qwen3.5;9B;1;controlled;2;slm_request_started;intermodel:controlled_phase2:ARM_gut_S2.2->PM_gut_S2.2;;;;;;;;;;;;;;
10;Intermodellbeziehungen;Qwen3.5;9B;1;controlled;2;slm_attempt_aborted;intermodel:controlled_phase2:ARM_gut_S2.2->PM_gut_S2.2;;;;;;;;;1;;thinking_repetition;SLMRepetitionError;True;
10;Intermodellbeziehungen;Qwen3.5;9B;1;controlled;2;slm_service_restart_finished;intermodel:controlled_phase2:ARM_gut_S2.2->PM_gut_S2.2;OK;2.211180599999352;;;;;;;;;;;;120.0
10;Intermodellbeziehungen;Qwen3.5;9B;1;controlled;2;slm_request_started;intermodel:controlled_phase2:ARM_gut_S2.2->PM_gut_S2.2;;;;;;;;;;;;;;
10;Intermodellbeziehungen;Qwen3.5;9B;1;controlled;2;slm_request_started;intermodel:controlled_phase2:BPM_gut_S2.2->CM_gut_S2.2;;;;;;;;;;;;;;
10;Intermodellbeziehungen;Qwen3.5;9B;1;controlled;2;slm_request_started;intermodel:controlled_phase2:BPM_gut_S2.2->TRM_gut_S2.2;;;;;;;;;;;;;;
10;Intermodellbeziehungen;Qwen3.5;9B;1;controlled;2;slm_request_started;format_repair:intermodel:controlled_phase2:BPM_gut_S2.2->TRM_gut_S2.2:attempt:1;;;;;;;;;;;;;;
10;Intermodellbeziehungen;Qwen3.5;9B;1;controlled;2;slm_request_started;format_repair:intermodel:controlled_phase2:BPM_gut_S2.2->TRM_gut_S2.2:attempt:2;;;;;;;;;;;;;;
10;Intermodellbeziehungen;Qwen3.5;9B;1;controlled;2;slm_request_started;format_repair:intermodel:controlled_phase2:BPM_gut_S2.2->TRM_gut_S2.2:attempt:3;;;;;;;;;;;;;;
10;Intermodellbeziehungen;Qwen3.5;9B;1;controlled;2;slm_request_started;intermodel:controlled_phase2:TRM_gut_S2.2->CM_gut_S2.2;;;;;;;;;;;;;;
10;Intermodellbeziehungen;Qwen3.5;9B;1;controlled;2;slm_request_started;intermodel:controlled_phase2:PM_gut_S2.2->CM_gut_S2.2;;;;;;;;;;;;;;
10;Intermodellbeziehungen;Qwen3.5;9B;1;controlled;2;slm_request_started;format_repair:intermodel:controlled_phase2:PM_gut_S2.2->CM_gut_S2.2:attempt:1;;;;;;;;;;;;;;
10;Intermodellbeziehungen;Qwen3.5;9B;1;controlled;2;slm_request_started;intermodel:controlled_phase2:PM_gut_S2.2->TRM_gut_S2.2;;;;;;;;;;;;;;
10;Intermodellbeziehungen;Qwen3.5;9B;1;controlled;2;pipeline_finished;;COMPLETED_WITH_ERRORS;10370.530429800001;6335.454041400004;57871;194140;252011;5;10;;0;;;;
11;Intermodellbeziehungen;Qwen3.5;9B;1;controlled;3;pipeline_started;;;;;;;;;;;;;;;
11;Intermodellbeziehungen;Qwen3.5;9B;1;controlled;3;slm_request_started;intermodel:controlled_phase3:GM_gut_S3->CM_gut_S3;;;;;;;;;;;;;;
11;Intermodellbeziehungen;Qwen3.5;9B;1;controlled;3;slm_attempt_aborted;intermodel:controlled_phase3:GM_gut_S3->CM_gut_S3;;;;;;;;;1;;thinking_repetition;SLMRepetitionError;True;
11;Intermodellbeziehungen;Qwen3.5;9B;1;controlled;3;slm_service_restart_finished;intermodel:controlled_phase3:GM_gut_S3->CM_gut_S3;OK;2.2388475999978255;;;;;;;;;;;;120.0
11;Intermodellbeziehungen;Qwen3.5;9B;1;controlled;3;slm_request_started;intermodel:controlled_phase3:GM_gut_S3->CM_gut_S3;;;;;;;;;;;;;;
11;Intermodellbeziehungen;Qwen3.5;9B;1;controlled;3;slm_request_started;format_repair:intermodel:controlled_phase3:GM_gut_S3->CM_gut_S3:attempt:1;;;;;;;;;;;;;;
11;Intermodellbeziehungen;Qwen3.5;9B;1;controlled;3;slm_request_started;intermodel:controlled_phase3:GM_gut_S3->BPM_gut_S3;;;;;;;;;;;;;;
11;Intermodellbeziehungen;Qwen3.5;9B;1;controlled;3;slm_request_started;intermodel:controlled_phase3:GM_gut_S3->Marketing_gut_S3;;;;;;;;;;;;;;
11;Intermodellbeziehungen;Qwen3.5;9B;1;controlled;3;slm_request_started;intermodel:controlled_phase3:GM_gut_S3->TRM_gut_S3;;;;;;;;;;;;;;
11;Intermodellbeziehungen;Qwen3.5;9B;1;controlled;3;slm_attempt_aborted;intermodel:controlled_phase3:GM_gut_S3->TRM_gut_S3;;;;;;;;;1;;thinking_repetition;SLMRepetitionError;True;
11;Intermodellbeziehungen;Qwen3.5;9B;1;controlled;3;slm_service_restart_finished;intermodel:controlled_phase3:GM_gut_S3->TRM_gut_S3;OK;2.20618889999605;;;;;;;;;;;;120.0
11;Intermodellbeziehungen;Qwen3.5;9B;1;controlled;3;slm_request_started;intermodel:controlled_phase3:GM_gut_S3->TRM_gut_S3;;;;;;;;;;;;;;
11;Intermodellbeziehungen;Qwen3.5;9B;1;controlled;3;slm_request_started;intermodel:controlled_phase3:GM_gut_S3->PM_gut_S3;;;;;;;;;;;;;;
11;Intermodellbeziehungen;Qwen3.5;9B;1;controlled;3;slm_attempt_aborted;intermodel:controlled_phase3:GM_gut_S3->PM_gut_S3;;;;;;;;;1;;thinking_repetition;SLMRepetitionError;True;
11;Intermodellbeziehungen;Qwen3.5;9B;1;controlled;3;slm_service_restart_finished;intermodel:controlled_phase3:GM_gut_S3->PM_gut_S3;OK;2.1819950999997673;;;;;;;;;;;;120.0
11;Intermodellbeziehungen;Qwen3.5;9B;1;controlled;3;slm_request_started;intermodel:controlled_phase3:GM_gut_S3->PM_gut_S3;;;;;;;;;;;;;;
11;Intermodellbeziehungen;Qwen3.5;9B;1;controlled;3;slm_request_started;intermodel:controlled_phase3:ARM_gut_S3->GM_gut_S3;;;;;;;;;;;;;;
11;Intermodellbeziehungen;Qwen3.5;9B;1;controlled;3;slm_attempt_aborted;intermodel:controlled_phase3:ARM_gut_S3->GM_gut_S3;;;;;;;;;1;;thinking_repetition;SLMRepetitionError;True;
11;Intermodellbeziehungen;Qwen3.5;9B;1;controlled;3;slm_service_restart_finished;intermodel:controlled_phase3:ARM_gut_S3->GM_gut_S3;OK;2.182966899999883;;;;;;;;;;;;120.0
11;Intermodellbeziehungen;Qwen3.5;9B;1;controlled;3;slm_request_started;intermodel:controlled_phase3:ARM_gut_S3->GM_gut_S3;;;;;;;;;;;;;;
11;Intermodellbeziehungen;Qwen3.5;9B;1;controlled;3;slm_request_started;format_repair:intermodel:controlled_phase3:ARM_gut_S3->GM_gut_S3:attempt:1;;;;;;;;;;;;;;
11;Intermodellbeziehungen;Qwen3.5;9B;1;controlled;3;slm_request_started;intermodel:controlled_phase3:ARM_gut_S3->BPM_gut_S3;;;;;;;;;;;;;;
11;Intermodellbeziehungen;Qwen3.5;9B;1;controlled;3;slm_request_started;intermodel:controlled_phase3:ARM_gut_S3->Marketing_gut_S3;;;;;;;;;;;;;;
11;Intermodellbeziehungen;Qwen3.5;9B;1;controlled;3;slm_request_started;intermodel:controlled_phase3:ARM_gut_S3->TRM_gut_S3;;;;;;;;;;;;;;
11;Intermodellbeziehungen;Qwen3.5;9B;1;controlled;3;slm_attempt_aborted;intermodel:controlled_phase3:ARM_gut_S3->TRM_gut_S3;;;;;;;;;1;;thinking_repetition;SLMRepetitionError;True;
11;Intermodellbeziehungen;Qwen3.5;9B;1;controlled;3;slm_service_restart_finished;intermodel:controlled_phase3:ARM_gut_S3->TRM_gut_S3;OK;2.1722128999972483;;;;;;;;;;;;120.0
11;Intermodellbeziehungen;Qwen3.5;9B;1;controlled;3;slm_request_started;intermodel:controlled_phase3:ARM_gut_S3->TRM_gut_S3;;;;;;;;;;;;;;
11;Intermodellbeziehungen;Qwen3.5;9B;1;controlled;3;slm_request_started;format_repair:intermodel:controlled_phase3:ARM_gut_S3->TRM_gut_S3:attempt:1;;;;;;;;;;;;;;
11;Intermodellbeziehungen;Qwen3.5;9B;1;controlled;3;slm_request_started;intermodel:controlled_phase3:ARM_gut_S3->PM_gut_S3;;;;;;;;;;;;;;
11;Intermodellbeziehungen;Qwen3.5;9B;1;controlled;3;slm_request_started;format_repair:intermodel:controlled_phase3:ARM_gut_S3->PM_gut_S3:attempt:1;;;;;;;;;;;;;;
11;Intermodellbeziehungen;Qwen3.5;9B;1;controlled;3;slm_request_started;format_repair:intermodel:controlled_phase3:ARM_gut_S3->PM_gut_S3:attempt:2;;;;;;;;;;;;;;
11;Intermodellbeziehungen;Qwen3.5;9B;1;controlled;3;slm_request_started;intermodel:controlled_phase3:BPM_gut_S3->CM_gut_S3;;;;;;;;;;;;;;
11;Intermodellbeziehungen;Qwen3.5;9B;1;controlled;3;slm_attempt_aborted;intermodel:controlled_phase3:BPM_gut_S3->CM_gut_S3;;;;;;;;;1;;thinking_repetition;SLMRepetitionError;True;
11;Intermodellbeziehungen;Qwen3.5;9B;1;controlled;3;slm_service_restart_finished;intermodel:controlled_phase3:BPM_gut_S3->CM_gut_S3;OK;2.2082330000048387;;;;;;;;;;;;120.0
11;Intermodellbeziehungen;Qwen3.5;9B;1;controlled;3;slm_request_started;intermodel:controlled_phase3:BPM_gut_S3->CM_gut_S3;;;;;;;;;;;;;;
11;Intermodellbeziehungen;Qwen3.5;9B;1;controlled;3;slm_attempt_aborted;intermodel:controlled_phase3:BPM_gut_S3->CM_gut_S3;;;;;;;;;1;;thinking_repetition;SLMRepetitionError;True;
11;Intermodellbeziehungen;Qwen3.5;9B;1;controlled;3;slm_service_restart_finished;intermodel:controlled_phase3:BPM_gut_S3->CM_gut_S3;OK;2.2042474999980186;;;;;;;;;;;;120.0
11;Intermodellbeziehungen;Qwen3.5;9B;1;controlled;3;slm_request_started;intermodel:controlled_phase3:BPM_gut_S3->CM_gut_S3;;;;;;;;;;;;;;
11;Intermodellbeziehungen;Qwen3.5;9B;1;controlled;3;slm_attempt_aborted;intermodel:controlled_phase3:BPM_gut_S3->CM_gut_S3;;;;;;;;;1;;thinking_repetition;SLMRepetitionError;True;
11;Intermodellbeziehungen;Qwen3.5;9B;1;controlled;3;slm_service_restart_finished;intermodel:controlled_phase3:BPM_gut_S3->CM_gut_S3;OK;2.220087699999567;;;;;;;;;;;;120.0
11;Intermodellbeziehungen;Qwen3.5;9B;1;controlled;3;slm_request_started;intermodel:controlled_phase3:BPM_gut_S3->CM_gut_S3;;;;;;;;;;;;;;
11;Intermodellbeziehungen;Qwen3.5;9B;1;controlled;3;slm_request_started;intermodel:controlled_phase3:Marketing_gut_S3->CM_gut_S3;;;;;;;;;;;;;;
11;Intermodellbeziehungen;Qwen3.5;9B;1;controlled;3;slm_attempt_aborted;intermodel:controlled_phase3:Marketing_gut_S3->CM_gut_S3;;;;;;;;;1;;thinking_repetition;SLMRepetitionError;True;
11;Intermodellbeziehungen;Qwen3.5;9B;1;controlled;3;slm_service_restart_finished;intermodel:controlled_phase3:Marketing_gut_S3->CM_gut_S3;OK;2.1916868000043905;;;;;;;;;;;;120.0
11;Intermodellbeziehungen;Qwen3.5;9B;1;controlled;3;slm_request_started;intermodel:controlled_phase3:Marketing_gut_S3->CM_gut_S3;;;;;;;;;;;;;;
11;Intermodellbeziehungen;Qwen3.5;9B;1;controlled;3;slm_request_started;intermodel:controlled_phase3:BPM_gut_S3->TRM_gut_S3;;;;;;;;;;;;;;
11;Intermodellbeziehungen;Qwen3.5;9B;1;controlled;3;slm_attempt_aborted;intermodel:controlled_phase3:BPM_gut_S3->TRM_gut_S3;;;;;;;;;1;;thinking_repetition;SLMRepetitionError;True;
11;Intermodellbeziehungen;Qwen3.5;9B;1;controlled;3;slm_service_restart_finished;intermodel:controlled_phase3:BPM_gut_S3->TRM_gut_S3;OK;2.210584699998435;;;;;;;;;;;;120.0
11;Intermodellbeziehungen;Qwen3.5;9B;1;controlled;3;slm_request_started;intermodel:controlled_phase3:BPM_gut_S3->TRM_gut_S3;;;;;;;;;;;;;;
11;Intermodellbeziehungen;Qwen3.5;9B;1;controlled;3;slm_attempt_aborted;intermodel:controlled_phase3:BPM_gut_S3->TRM_gut_S3;;;;;;;;;1;;thinking_repetition;SLMRepetitionError;True;
11;Intermodellbeziehungen;Qwen3.5;9B;1;controlled;3;slm_service_restart_finished;intermodel:controlled_phase3:BPM_gut_S3->TRM_gut_S3;OK;2.2190811000036774;;;;;;;;;;;;120.0
11;Intermodellbeziehungen;Qwen3.5;9B;1;controlled;3;slm_request_started;intermodel:controlled_phase3:BPM_gut_S3->TRM_gut_S3;;;;;;;;;;;;;;
11;Intermodellbeziehungen;Qwen3.5;9B;1;controlled;3;slm_request_started;intermodel:controlled_phase3:Marketing_gut_S3->TRM_gut_S3;;;;;;;;;;;;;;
11;Intermodellbeziehungen;Qwen3.5;9B;1;controlled;3;slm_attempt_aborted;intermodel:controlled_phase3:Marketing_gut_S3->TRM_gut_S3;;;;;;;;;1;;thinking_repetition;SLMRepetitionError;True;
11;Intermodellbeziehungen;Qwen3.5;9B;1;controlled;3;slm_service_restart_finished;intermodel:controlled_phase3:Marketing_gut_S3->TRM_gut_S3;OK;2.228246799997578;;;;;;;;;;;;120.0
11;Intermodellbeziehungen;Qwen3.5;9B;1;controlled;3;slm_request_started;intermodel:controlled_phase3:Marketing_gut_S3->TRM_gut_S3;;;;;;;;;;;;;;
11;Intermodellbeziehungen;Qwen3.5;9B;1;controlled;3;slm_request_started;intermodel:controlled_phase3:TRM_gut_S3->CM_gut_S3;;;;;;;;;;;;;;
11;Intermodellbeziehungen;Qwen3.5;9B;1;controlled;3;slm_attempt_aborted;intermodel:controlled_phase3:TRM_gut_S3->CM_gut_S3;;;;;;;;;1;;thinking_repetition;SLMRepetitionError;True;
11;Intermodellbeziehungen;Qwen3.5;9B;1;controlled;3;slm_service_restart_finished;intermodel:controlled_phase3:TRM_gut_S3->CM_gut_S3;OK;2.2161355999996886;;;;;;;;;;;;120.0
11;Intermodellbeziehungen;Qwen3.5;9B;1;controlled;3;slm_request_started;intermodel:controlled_phase3:TRM_gut_S3->CM_gut_S3;;;;;;;;;;;;;;
11;Intermodellbeziehungen;Qwen3.5;9B;1;controlled;3;slm_attempt_aborted;intermodel:controlled_phase3:TRM_gut_S3->CM_gut_S3;;;;;;;;;1;;thinking_repetition;SLMRepetitionError;True;
11;Intermodellbeziehungen;Qwen3.5;9B;1;controlled;3;slm_service_restart_finished;intermodel:controlled_phase3:TRM_gut_S3->CM_gut_S3;OK;2.19463839999662;;;;;;;;;;;;120.0
11;Intermodellbeziehungen;Qwen3.5;9B;1;controlled;3;slm_request_started;intermodel:controlled_phase3:TRM_gut_S3->CM_gut_S3;;;;;;;;;;;;;;
11;Intermodellbeziehungen;Qwen3.5;9B;1;controlled;3;slm_request_started;intermodel:controlled_phase3:PM_gut_S3->CM_gut_S3;;;;;;;;;;;;;;
11;Intermodellbeziehungen;Qwen3.5;9B;1;controlled;3;slm_request_started;intermodel:controlled_phase3:PM_gut_S3->TRM_gut_S3;;;;;;;;;;;;;;
11;Intermodellbeziehungen;Qwen3.5;9B;1;controlled;3;pipeline_finished;;OK;14287.331730999998;6958.749642600007;74037;218157;292194;5;14;;0;;;;
12;Intermodellbeziehungen;Qwen3.5;9B;1;controlled;4;pipeline_started;;;;;;;;;;;;;;;
12;Intermodellbeziehungen;Qwen3.5;9B;1;controlled;4;slm_request_started;intermodel:controlled_phase4:GM_gut_S4->CM_gut_S4;;;;;;;;;;;;;;
12;Intermodellbeziehungen;Qwen3.5;9B;1;controlled;4;slm_request_started;format_repair:intermodel:controlled_phase4:GM_gut_S4->CM_gut_S4:attempt:1;;;;;;;;;;;;;;
12;Intermodellbeziehungen;Qwen3.5;9B;1;controlled;4;pipeline_finished;;OK;209.509082024917;0.0;0;0;0;0;0;;0;;;;
13;Intermodellbeziehungen;Qwen3.5;9B;1;controlled;4;pipeline_started;;;;;;;;;;;;;;;
13;Intermodellbeziehungen;Qwen3.5;9B;1;controlled;4;slm_request_started;intermodel:controlled_phase4:GM_gut_S4->CM_gut_S4;;;;;;;;;;;;;;
13;Intermodellbeziehungen;Qwen3.5;9B;1;controlled;4;slm_request_started;format_repair:intermodel:controlled_phase4:GM_gut_S4->CM_gut_S4:attempt:1;;;;;;;;;;;;;;
13;Intermodellbeziehungen;Qwen3.5;9B;1;controlled;4;slm_attempt_aborted;format_repair:intermodel:controlled_phase4:GM_gut_S4->CM_gut_S4:attempt:1;;;;;;;;;1;;thinking_repetition;SLMRepetitionError;True;
13;Intermodellbeziehungen;Qwen3.5;9B;1;controlled;4;slm_service_restart_finished;format_repair:intermodel:controlled_phase4:GM_gut_S4->CM_gut_S4:attempt:1;OK;0.20505687594413757;;;;;;;;;;;;120.0
13;Intermodellbeziehungen;Qwen3.5;9B;1;controlled;4;slm_request_started;format_repair:intermodel:controlled_phase4:GM_gut_S4->CM_gut_S4:attempt:1;;;;;;;;;;;;;;
13;Intermodellbeziehungen;Qwen3.5;9B;1;controlled;4;slm_request_started;format_repair:intermodel:controlled_phase4:GM_gut_S4->CM_gut_S4:attempt:2;;;;;;;;;;;;;;
13;Intermodellbeziehungen;Qwen3.5;9B;1;controlled;4;slm_attempt_aborted;format_repair:intermodel:controlled_phase4:GM_gut_S4->CM_gut_S4:attempt:2;;;;;;;;;1;;thinking_repetition;SLMRepetitionError;True;
13;Intermodellbeziehungen;Qwen3.5;9B;1;controlled;4;slm_service_restart_finished;format_repair:intermodel:controlled_phase4:GM_gut_S4->CM_gut_S4:attempt:2;OK;0.3058635350316763;;;;;;;;;;;;120.0
13;Intermodellbeziehungen;Qwen3.5;9B;1;controlled;4;slm_request_started;format_repair:intermodel:controlled_phase4:GM_gut_S4->CM_gut_S4:attempt:2;;;;;;;;;;;;;;
13;Intermodellbeziehungen;Qwen3.5;9B;1;controlled;4;slm_request_started;format_repair:intermodel:controlled_phase4:GM_gut_S4->CM_gut_S4:attempt:3;;;;;;;;;;;;;;
13;Intermodellbeziehungen;Qwen3.5;9B;1;controlled;4;slm_attempt_aborted;format_repair:intermodel:controlled_phase4:GM_gut_S4->CM_gut_S4:attempt:3;;;;;;;;;1;;thinking_repetition;SLMRepetitionError;True;
13;Intermodellbeziehungen;Qwen3.5;9B;1;controlled;4;slm_service_restart_finished;format_repair:intermodel:controlled_phase4:GM_gut_S4->CM_gut_S4:attempt:3;OK;0.28688969835639;;;;;;;;;;;;120.0
13;Intermodellbeziehungen;Qwen3.5;9B;1;controlled;4;slm_request_started;format_repair:intermodel:controlled_phase4:GM_gut_S4->CM_gut_S4:attempt:3;;;;;;;;;;;;;;
13;Intermodellbeziehungen;Qwen3.5;9B;1;controlled;4;slm_request_started;intermodel:controlled_phase4:GM_gut_S4->BPM_gut_S4;;;;;;;;;;;;;;
13;Intermodellbeziehungen;Qwen3.5;9B;1;controlled;4;slm_request_started;format_repair:intermodel:controlled_phase4:GM_gut_S4->BPM_gut_S4:attempt:1;;;;;;;;;;;;;;
13;Intermodellbeziehungen;Qwen3.5;9B;1;controlled;4;slm_attempt_aborted;format_repair:intermodel:controlled_phase4:GM_gut_S4->BPM_gut_S4:attempt:1;;;;;;;;;1;;timeout;SLMTimeoutError;True;
13;Intermodellbeziehungen;Qwen3.5;9B;1;controlled;4;slm_service_restart_finished;format_repair:intermodel:controlled_phase4:GM_gut_S4->BPM_gut_S4:attempt:1;OK;0.41107685305178165;;;;;;;;;;;;120.0
13;Intermodellbeziehungen;Qwen3.5;9B;1;controlled;4;slm_request_started;format_repair:intermodel:controlled_phase4:GM_gut_S4->BPM_gut_S4:attempt:1;;;;;;;;;;;;;;
13;Intermodellbeziehungen;Qwen3.5;9B;1;controlled;4;slm_request_started;intermodel:controlled_phase4:GM_gut_S4->Marketing_gut_S4;;;;;;;;;;;;;;
13;Intermodellbeziehungen;Qwen3.5;9B;1;controlled;4;slm_request_started;intermodel:controlled_phase4:GM_gut_S4->CustomerOrder_gut_S4;;;;;;;;;;;;;;
13;Intermodellbeziehungen;Qwen3.5;9B;1;controlled;4;slm_request_started;intermodel:controlled_phase4:GM_gut_S4->Handle_Order_gut_S4;;;;;;;;;;;;;;
13;Intermodellbeziehungen;Qwen3.5;9B;1;controlled;4;slm_request_started;intermodel:controlled_phase4:GM_gut_S4->TRM_gut_S4;;;;;;;;;;;;;;
13;Intermodellbeziehungen;Qwen3.5;9B;1;controlled;4;slm_request_started;intermodel:controlled_phase4:GM_gut_S4->PM_gut_S4;;;;;;;;;;;;;;
13;Intermodellbeziehungen;Qwen3.5;9B;1;controlled;4;slm_request_started;format_repair:intermodel:controlled_phase4:GM_gut_S4->PM_gut_S4:attempt:1;;;;;;;;;;;;;;
13;Intermodellbeziehungen;Qwen3.5;9B;1;controlled;4;slm_attempt_aborted;format_repair:intermodel:controlled_phase4:GM_gut_S4->PM_gut_S4:attempt:1;;;;;;;;;1;;thinking_repetition;SLMRepetitionError;True;
13;Intermodellbeziehungen;Qwen3.5;9B;1;controlled;4;slm_service_restart_finished;format_repair:intermodel:controlled_phase4:GM_gut_S4->PM_gut_S4:attempt:1;OK;0.20400686375796795;;;;;;;;;;;;120.0
13;Intermodellbeziehungen;Qwen3.5;9B;1;controlled;4;slm_request_started;format_repair:intermodel:controlled_phase4:GM_gut_S4->PM_gut_S4:attempt:1;;;;;;;;;;;;;;
13;Intermodellbeziehungen;Qwen3.5;9B;1;controlled;4;slm_attempt_aborted;format_repair:intermodel:controlled_phase4:GM_gut_S4->PM_gut_S4:attempt:1;;;;;;;;;1;;thinking_repetition;SLMRepetitionError;True;
13;Intermodellbeziehungen;Qwen3.5;9B;1;controlled;4;slm_service_restart_finished;format_repair:intermodel:controlled_phase4:GM_gut_S4->PM_gut_S4:attempt:1;OK;0.3582505341619253;;;;;;;;;;;;120.0
13;Intermodellbeziehungen;Qwen3.5;9B;1;controlled;4;slm_request_started;format_repair:intermodel:controlled_phase4:GM_gut_S4->PM_gut_S4:attempt:1;;;;;;;;;;;;;;
13;Intermodellbeziehungen;Qwen3.5;9B;1;controlled;4;slm_request_started;format_repair:intermodel:controlled_phase4:GM_gut_S4->PM_gut_S4:attempt:2;;;;;;;;;;;;;;
13;Intermodellbeziehungen;Qwen3.5;9B;1;controlled;4;slm_request_started;format_repair:intermodel:controlled_phase4:GM_gut_S4->PM_gut_S4:attempt:3;;;;;;;;;;;;;;
13;Intermodellbeziehungen;Qwen3.5;9B;1;controlled;4;slm_request_started;intermodel:controlled_phase4:ARM_gut_S4->GM_gut_S4;;;;;;;;;;;;;;
13;Intermodellbeziehungen;Qwen3.5;9B;1;controlled;4;slm_request_started;intermodel:controlled_phase4:ARM_gut_S4->BPM_gut_S4;;;;;;;;;;;;;;
13;Intermodellbeziehungen;Qwen3.5;9B;1;controlled;4;slm_request_started;intermodel:controlled_phase4:ARM_gut_S4->Marketing_gut_S4;;;;;;;;;;;;;;
13;Intermodellbeziehungen;Qwen3.5;9B;1;controlled;4;slm_attempt_aborted;intermodel:controlled_phase4:ARM_gut_S4->Marketing_gut_S4;;;;;;;;;1;;thinking_repetition;SLMRepetitionError;True;
13;Intermodellbeziehungen;Qwen3.5;9B;1;controlled;4;slm_service_restart_finished;intermodel:controlled_phase4:ARM_gut_S4->Marketing_gut_S4;OK;0.3059571348130703;;;;;;;;;;;;120.0
13;Intermodellbeziehungen;Qwen3.5;9B;1;controlled;4;slm_request_started;intermodel:controlled_phase4:ARM_gut_S4->Marketing_gut_S4;;;;;;;;;;;;;;
